hotstar_id,title,description,genre,year,age_rating,running_time,seasons,episodes,type
1260118492,Firefly,Wounds from the past reopen as Ved visits his old apartment and reminisces about a fateful night with his girlfriend Daaria.,Romance,2021,U/A 13+,13,,,movie
1660010698,Christopher Robin,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",Adventure,2018,U/A 7+,103,,,movie
1260072655,Kanakam Kaamini Kalaham,"As Pavithran and Haripriya's marriage withers away, he plans a trip to bring things back on track. But his marital bliss is threatened by a bunch of nutjobs.",Comedy,2021,U/A 7+,121,,,movie
1000109126,Calendar,"A widowed lecturer reluctantly agrees to her only daughter's marriage with Sojappan on one condition. However, tragedy strikes and their lives unravel.",Romance,2009,U,137,,,movie
1260018131,Star Wars Rebels: The Siege Of Lothal,"After an absence fighting with the rebel fleet, the rebel crew returns to Lothal to save a defecting Imperial officer, only to be confronted by Darth Vader.",Animation,2015,U/A 7+,41,,,movie
1260016337,The Fox And The Hound,"The innocent pair of Tod and Copper frolic in the forest and become the best of pals, unaware that the days ahead will put their friendship to the test!",Animation,1981,U,82,,,movie
1260027298,The Little Mermaid II: Return To The Sea,Ariel must return to the sea to save her teenage daughter Melody from Morgana's evil schemes.,Animation,2000,U,75,,,movie
1000097537,Rama Rama Raghurama,"To arrange dowry money to give to his sister's evil husband, an honest constable decides to end his life so that his compensation could go to her.",Comedy,2011,U/A 16+,121,,,movie
1260107254,Bal Hanuman – Return of the Demon,"Brought to life by his devil followers, the crocodile demon tries to create terror on earth. However, his plans get foiled as Bal Hanuman comes to the rescue.",Animation,2010,U,48,,,movie
1770021005,Nightingale,A lonely war veteran psychologically unravels ahead of an old friend's impending visit.,Crime,2015,U/A 16+,78,,,movie
1610005770,Uncommon Sense,Something unthinkable happens to a troubled man which helps him overcome his fears. What happened exactly?,Thriller,2017,U/A 16+,14,,,movie
1260066378,Spin,"Rhea, an Indian-American teen, discovers that she has a natural gift for DJing and producing music, but must find the courage to follow her true inner talent.",Teen,2021,U/A 7+,93,,,movie
1260018342,Planes,"Dusty is afraid of heights but dreams of competing in an aerial race. With the help of his mentor and new friends, he sets off to make his dreams come true.",Animation,2013,U,87,,,movie
1000106637,God Father,Anjooran's hatred towards women forces his sons to stay bachelors. All hell breaks loose when his youngest son falls for the granddaughter of his arch-enemy.,Comedy,1991,U/A 7+,145,,,movie
1808017180,Neeyat,A young girl travelling alone by local at night is followed by a strange man. Watch this award-winning thriller short movie with a twist.,Thriller,2019,U/A 16+,2,,,movie
1260012420,Sketch,"Sketch, who works as a loan shark, takes away the cars of the defaulters. What will he do when a dangerous don lands on his list?",Action,2018,U/A 13+,119,,,movie
1000109374,Chandamama,"Three guys panic when they find their boss murdered. Fearing getting blamed for his death, they try to show that he is alive.",Comedy,1999,U,149,,,movie
1000169782,Mooru Manasu,"Ramya, Shruthi and Sowmya are driven to commit suicide. But Sai Ashram comes to their aid.",Drama,2009,U/A 13+,104,,,movie
1000163543,No 20 Madras Mail,"Tony and his friends board a train to Madras. So does R.K. Nair, his wife and daughter, Devi. Tony tries to woo Devi. What happens when she is found murdered?",Comedy,1990,U/A 13+,170,,,movie
1000164097,Vidyarambham,"Madhavan Ezhuthachan strived to build a school in his village. But, after his death, it gets neglected. Will Sudhakaran, the school's donor, save it?",Drama,1990,U,124,,,movie
1000066864,Adavi Biddalu,A righteous IAS officer decides to protect the tribal people in his area from corrupt politicians and ends up joining their rebellion against them.,Action,2006,U/A 13+,151,,,movie
1000104785,First Bell,"When their noble intention of helping a girl out of a mental asylum fails, two unemployed actors get into trouble. How are they going to bail themselves out?",Comedy,1992,U/A 13+,113,,,movie
1000104632,Ishwar Sakshi,"A father promises to marry off his daughter to a young man with Lord Vishnu as witness. However, when he backs off, Madan must call upon the almighty witness.",Drama,2011,U,91,,,movie
1260009252,Mahayuddha,"Due to his brothers' meddling, an aggressive man falls in love with a woman who believes him to be a non-violent person. But, how long can he keep up the act?",Action,2017,U/A 13+,119,,,movie
1000115882,Mungarina Malebillu,"Poorna and Shishir are best friends. While Poorna owns an estate and adores Maggie, Shishir, a wastrel, loves Bhagya. How will their love stories take shape?",Drama,2009,U/A 13+,120,,,movie
1000153482,Manamantha,"Four lives, four different paths and ambitions. How will fate bring them together and help them achieve their dreams?",Drama,2016,U/A 13+,131,,,movie
1000159933,Sukhamo Devi,"Friends Nandan and Sunny love Devi and Thara. While prejudice and tragedy tear the four apart, fate has plans for two of them.",Romance,1986,U/A 7+,131,,,movie
1000081678,Avatharam,"Madhavan, a villager, moves to Kochi after his brother's sudden death. Suspecting foul play, he decides to investigate and fight the corrupt.",Action,2014,U/A 16+,157,,,movie
1000154419,Moss & Cat,Fun-loving orphans Moz Samuel and little Tessy aka Cat con people to earn a living. Their life changes when they meet Nandana.,Comedy,2009,U/A 7+,155,,,movie
1260016851,Prince Of Persia: The Sands Of Time,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that reverses time.,Action,2010,U/A 13+,115,,,movie
1000055387,Andhari Banduvaya,"Nandu is a simple villager while Paddu is from the city. They meet when she visits his village. Will he learn city ways, or will she take to village traditions?",Drama,2010,U/A 13+,133,,,movie
1000056893,Rowdy,"Anna, a mafia don and benefactor of the poor, loves his son. However, the father-son relationship hits rock bottom thanks to the latter's girlfriend.",Action,2014,U/A 13+,108,,,movie
1260109688,The Stolen Christmas,Sometimes life leaves us with no choices but to take some bold steps . But the real question  is why is it so  difficult to make those choices for ouselves?,Drama,2015,U/A 16+,11,,,movie
1000169297,Bhaktha Markandeya,Lord Shiva blesses Mrukanda Maharshi with a child. Markandeya is meant to live only till he is 16. But he worships Shiva with devotion and even overcomes Yama.,Mythology,1956,U,130,,,movie
1000096631,Nirudyogi,"Unable to find a job after graduation, a dejected Vasu decides to protest on the streets of Bengaluru. However, he attracts a wrong kind of attention.",Drama,2009,U/A 7+,155,,,movie
1000057108,Super,"Akhil, who runs a cab service, falls in love with Dr Siri Valli. However, her brother turns out to be his arch-enemy from the past.",Action,2005,U/A 13+,144,,,movie
1260108547,See Saw,"Varying in personalities, Seerat and Sawan form an unlikely bond beyond the barriers of class divide. However, an incident puts their relationship to the test.",Drama,2022,U/A 13+,25,,,movie
1000154845,Nakhangal,Saraswathy Mathew believes in fighting for the rights of the workers. What happens when she finds herself caught in the murder investigation of her husband?,Thriller,1973,U/A 13+,156,,,movie
1000160451,Thakshashila,"Gautham, an intelligent mountaineer, runs an institute in the Himalayas. When an aeroplane with confidential documents crashes, he is assigned to recover it.",Thriller,1995,U/A 16+,134,,,movie
1000159792,Padheyam,"Renowned poet Chandradas meets his estranged daughter, Harita. He manages to win custody and take her to his ancestral home. But she misses her old life.",Family,1993,U,136,,,movie
1000082373,Idukki Gold,"Five schoolmates meet after years and decide to visit their alma mater. During the road trip, they revisit their bittersweet childhood memories.",Drama,2013,U/A 16+,119,,,movie
1770002739,Premer Kahini,"Before Akash could propose to Barsha, he learns that she is already engaged to a boy of her father's choice. Will his love overpower all odds?",Romance,2008,U,148,,,movie
1000154638,Lollipop,"Franco runs a motor garage. Though tough on the outside, his sister is his only weakness. What happens when Franco falls in love?",Drama,2008,U/A 13+,127,,,movie
1770002636,Bhai amar bhai,"A fire breaks out in which three siblings lose their father and get separated. When they reunite after long, their father's killer begins to threaten them.",Drama,1996,U,147,,,movie
1000109135,Safari,"On her way to Manjira, Anjali's plane crashes and she is rescued by Kishan, an island native. He helps her, unaware of her hidden motives.",Action,1999,U,155,,,movie
1770021416,Public Law 106: The Becky Bell Story,A true story of a 17-year-old Indiana girl who could not get a legal abortion without telling her parents or going before a judge.,Drama,1992,U/A 16+,29,,,movie
1100020219,Seema Raja,"Seemaraja, the irresponsible prince of Singampatti, tries to woo the local school's PT teacher. But things take an ugly turn when a blast from the past returns.",Action,2018,U/A 13+,138,,,movie
1000216223,Bal Ganesh and the Pomzom Planet,"When his dear friend Moushak is captured on an unknown planet, Pomzom, Bal Ganesha comes to battle the evil forces and rescue him.",Kids,2017,U,79,,,movie
1000056899,Daggaraga Dooramga,An ad filmmaker and a small-town beauty get inadvertently pulled into an investigative journalist's effort to expose a terrorist plot.,Drama,2011,U/A 13+,134,,,movie
1000160435,Action Hero Biju,"Teacher turned sub-inspector, Biju Poulose goes through several ups and downs in his career. Will he emerge victorious through it all?",Action,2016,U/A 13+,138,,,movie
1000151934,Kapalika,"Alex is in a relationship with Sheela. However, their life gets shattered when his parents insist that he marry her sister, Lillikutty.",Drama,1973,U/A 13+,132,,,movie
1260089822,Dahej Pratha,"Forced by her husband, Mansi demands two lakh rupees from her father.  Will he be able to arrange the money for his daughter?",Drama,2019,U/A 13+,10,,,movie
1000118529,Puthan Panam,"A Kasaragod-based financier, Nithyananda, seeks revenge against an ex-minister who swindled him hours before demonetisation got implemented.",Thriller,2017,U/A 16+,134,,,movie
1660010579,Star Wars: Revenge Of The Sith,"Three years into the Clone Wars, Obi-wan and Anakin rescue Palpatine from Count Dooku. Later, Anakin falls prey to the Jedi Council and Palpatine's mind games.",Science Fiction,2005,U/A 13+,140,,,movie
1770016702,Mantostaan,"A collection of four short stories by late writer Saadat Hasan Manto, shedding light on the mayhem during the 1947 Partition of India.",Drama,2017,U/A 16+,82,,,movie
1000100735,Humshakals,"Close friends Ashok, Kumar and their Mamaji’s life turns into a total chos when two lookalikes of each of the three land in their lives.",Comedy,2014,U/A 16+,142,,,movie
1000107335,Chal Mohana Ranga,"Mohan gets separated from his mother at a very young age and believes her to be dead. However, destiny has special plans for the two.",Drama,1978,U/A 13+,129,,,movie
1000160018,& Jara Hatke,Single parents Meera and Akash fall in love and decide to get married. But are their respective children prepared for it?,Romance,2016,U/A 13+,110,,,movie
1260023083,The Suite Life Movie,"Zack and Cody are facing the challenges of growing up as twins. But, now they need each other to navigate through the mysterious Gemini Project.",Teen,2011,U,78,,,movie
1770001414,Bill Maher: Live From D.C.,"In his 10th HBO stand-up special, Bill Maher, discusses midterm elections, income inequality, a Trump lawsuit and why tattoos are stupid.",Standup Comedy,2014,A,60,,,movie
1260023112,Cars Toon: Air Mater,"Mater decides he wants to learn to fly and is recruited by the elite group, the Falcon Hawks. At the big airshow, Air Mater is joined by Lightning McQueen Hawk",Animation,2011,U,5,,,movie
1000103968,Koodevide,"A jealous Captain Thomas suspects his girlfriend Alice, a teacher, of having an affair with one of her students, and he takes a drastic step.",Romance,1983,U,140,,,movie
1000036211,Nanban,"Venkat and Senthil's life changed after meeting Panchavan, who disappears after graduation. Years later, the two search for their missing buddy thanks to a bet.",Comedy,2012,U/A 13+,180,,,movie
1260022854,Wind,"Trapped deep down an endless chasm, a grandmother and boy seek to escape to a better life.",Animation,2019,U,8,,,movie
1000163826,Vandanam,Professor Kurian Fernandez escapes from jail. Inspectors Unnikrishnan and K. Purushothaman Nair land in Bangalore thinking he would visit his daughter there.,Comedy,1989,U/A 13+,179,,,movie
1808058533,Imli Ki Burni,She wears the uniform and packs her school bag. But reality is not what it seems to be. This award winning short movie on child education will make you think.,Drama,2020,U/A 7+,4,,,movie
1260018186,Enchanted,"An evil queen banishes princess Giselle from her magical land to the streets of Manhattan, where she falls in love with a charmingly flawed divorce lawyer.",Family,2007,U/A 7+,107,,,movie
1000231068,Tree Climbing Lions,"Biologist Alexander Braczkowski has to count lions, who live on trees, in Queen Elizabeth National Park, Uganda.",Animals & Nature,2019,U/A 7+,44,,,movie
1770020972,61*,Roger Maris and Mickey Mantle race to break Babe Ruth's single-season home run record.,Biopic,2001,U/A 16+,123,,,movie
1260022858,Forky Asks A Question: What is Art?,Mr. Pricklepants mentors Forky about the complexities of being an actor and the art of a convincing performance.,Animation,2019,U,3,,,movie
1260024853,Ekaki,"While Sugandha is a middle-aged woman with a rather cold disposition, Junaid is a young homeless taxi driver. What happens when their paths intersect?",Drama,2015,U,10,,,movie
1000163538,Njan Gandharvan,"While on a study tour, Bhama meets Devan, a celestial being, and falls for him. Her family wants them to wed, but will the laws of heaven allow them to unite?",Romance,1991,U/A 13+,136,,,movie
1000104849,Un Hazaaron Ke Naam,An emotional tribute to the people who suffered the heinous attacks of 26/11 and to those who fought the terrorists to save the city but lost their lives.,Documentary,2009,U/A 16+,83,,,movie
1000106671,Hoogi Baa Magale,"A successful model marries a rich businessman. Soon she realises that he has a big agenda in life, and that is to avenge his friend's death.",Drama,2008,U/A 7+,130,,,movie
1000196110,Matchbox,"Ambu spots Nidhi at the bus stop and falls in love with her. However, things take a turn for the worse before he can profess his feelings to her.",Romance,2017,U/A 7+,128,,,movie
1000207957,Udaharanam Sujatha,"Sujatha, a widow, strives to support her child's education. However, her unambitious daughter believes she can only become a maid like her mother.",Drama,2017,U,119,,,movie
1000037744,Time,"Appan Menon, who is investigating a murder, gives his wife an account of his day daily. However, one of the suspects finds something shocking about her.",Action,2007,U/A 16+,124,,,movie
1770015395,Ice Age: Collision Course,Scrat's pursuit of the elusive acorn sets off a series of events that threaten the Ice Age world and to save themselves the herd needs to find a new home.,Animation,2016,U,94,,,movie
1000168651,Oru Minnaminunginte Nurunguvattam,"The lives of a retired childless couple, Ravunni Nair and Saraswati, changes when Maya comes to live with them. But will their happiness last forever?",Family,1987,U,124,,,movie
1000081930,10 Endrathukulla,"A driving instructor is tasked by a criminal to deliver a woman to Mussoorie from Chennai. Soon, he realises his assignment may be too dangerous.",Action,2015,U/A 13+,133,,,movie
1000083892,Software Ganda,"When a software engineer's horrible boss cunningly coaxes him to do her a favour, he agrees, but on one condition. Will the bully finally get her comeuppance?",Comedy,2014,U/A 7+,129,,,movie
1000090704,Neerja,"A biopic on the brave Neerja Bhanot, the head purser had sacrificed her life for the safety of her passengers when terrorists hijacked Pan Am Flight 73.",Biopic,2016,U/A 13+,116,,,movie
1260027120,Doctor Dolittle 2,"The outraged animals turn to their famous doctor friend for help, who want to protect their forest from human encroachers.",Comedy,2001,U/A 7+,87,,,movie
1260050812,Joy Ma Kali Boarding,"To secure a couple-only accommodation, two desperate men hire their actor friends as their wives. But the quick solution soon snowballs into a comedy of error.",Comedy,2020,U/A 13+,84,,,movie
1000064133,Police Veta,"When a businessman's murder makes news, the manner in which the crime is executed leaves the police without any leads. Then DCP Niranjan takes over the case.",Drama,2011,U/A 13+,137,,,movie
1770000288,Night at the Museum: Secret of the Tomb,"The ancient tablet of Ahkmenrah is dying, which means the end of the magic of the museum. Larry Daley heads to London to save the museum with his allies.",Comedy,2014,U/A 7+,97,,,movie
1000233084,Adventures of Jojo,"12-year-old Jojo is on a trip to the jungles of Boropahari, where he discovers friendship and the plight of innocent wild animals at the hands of poachers.",Kids,2018,U,115,,,movie
1260051934,55km/sec,"As a meteor is about to hit Earth, two people find a fragile connection just before the world ends. Will their happily ever after begin at the end?",Drama,2021,U/A 7+,22,,,movie
1260018294,Guardians Of The Galaxy,A stranded jet pilot in space must unite a diverse team of aliens to form a squad capable of defeating cosmic threats.,Superhero,2014,U/A 13+,120,,,movie
1260054415,Gang Leader,Pencil is a budding crime novelist looking for inspiration when he crosses paths with five generations of women who come together with for vengeance.,Comedy,2019,U/A 13+,155,,,movie
1260059611,The Housemaids,"Two sisters working as chambermaids for a vegetative madame break the shackles of class. However, this act of freedom slowly blurs reality and illusion.",Horror,2021,A,23,,,movie
1610005627,Nowhere To Hide,A mysterious event unfolds in the lives of Susan and John Wallace.,Thriller,2017,U/A 16+,25,,,movie
1000230993,Samhaara,"A visually impaired chef, Srishaila's life takes a turn for the worse when the girl he loves, traps him in a murder case.",Action,2018,U/A 16+,123,,,movie
1260062669,Boys Don't Cry,"Based on a true story, this drama was adapted from the life of Brandon Teena and his courage to live his life as his true self.",Biopic,1999,A,118,,,movie
1000026112,Inidhu Inidhu,"This campus caper revolves around a group of freshers, who instantly become friends and find love. Can their bond survive the test of time?",Romance,2010,U,155,,,movie
1260108548,The Tag,"After performing a surgical error, a doctor experiences alarming visions. He meets a mysterious woman, not realising his past is coming back to haunt him.",Horror,2022,U/A 13+,5,,,movie
1260110810,Cold Meat,"Amid the COVID lockdown, a married couple goes through a gruelling phase of their relationship, which spirals out of control resulting in a heinous crime.",Drama,2020,A,4,,,movie
1260027276,Marvel's Hulk: Where Monsters Dwell,Doctor Strange and a team of monsters must help the Hulk overcome his dream self to defeat Nightmare on Halloween night.,Animation,2016,U/A 7+,75,,,movie
1000041508,Kakkothikkavile Appooppanthadikal,"Scorned for being poor, Murali runs away and meets a gypsy girl, Kakkothi. Later, when he takes her to his schoolteacher, she unravels a mystery to her past.",Family,1988,U/A 7+,99,,,movie
1770002754,Golemale Pirit Koro Na,Banya and Rai are both big fans of Salman Khan and want a boyfriend called Prem. Chaos ensues as Gaouranga and Gobinda both change their names to woo them.,Comedy,2013,U,119,,,movie
1000068389,Khakhi,"Sub-inspector Unnikrishnan's brother, constable Ramakrishnan, has always protected him from criminals. Things change when Unnikrishnan arrests his father-in-law.",Action,2007,U/A 13+,124,,,movie
1836055987,Chaipatti,The story follows a spooky yet hilarious experience of three friends who come together one night to invite spirits.,Comedy,2021,U/A 13+,12,,,movie
1000055948,Ghatikudu,A contract killer is hired to kill a judge. He blends with the latter's family and wins everyone's trust. But why does every shot aimed at the judge misfire?,Action,2009,U/A 13+,158,,,movie
1000067440,Anthima Theerpu,"Fear takes over a medical college when three students are murdered mysteriously. When the police fail to find evidence, DIG Daisy Wilfred steps in.",Drama,2011,U/A 16+,145,,,movie
1000064114,Gaali Brothers,Bobby's feud with Jambulinga Satyamurthy takes an ugly turn when the latter's brother is killed. How will Bobby escape the clutches of a vengeful Satyamurthy?,Action,2013,U/A 13+,127,,,movie
1260023115,Goofy The Art of Skiing,"After figuring out how to get dressed, Goofy hits the slopes to demonstrate the art of skiing as he demonstrates turns, skiing backwards and even the ski jump.",Animation,1941,U,7,,,movie
1000107811,Angathattu,"When Valya Kuruppu is betrayed and killed by his brother, his family flees their home. Years later, his son, Ambadi, returns. Will he avenge his father's death?",Action,1974,U/A 13+,154,,,movie
1000058596,Jeeva,Jeeva dreams of playing for the Indian cricket team someday. But his love life and politics in the game of sports become obstacles to his ambition.,Drama,2014,U,120,,,movie
1770015427,Baby's Day Out,Three thugs pose as photographers to kidnap an adorable baby of a rich couple but are unable to deal with the antics of the little tyke.,Comedy,1994,U,94,,,movie
1000216088,Vikram Vedha,"Police officer Vikram finally captures Vedha, a dreaded gangster. When the latter engages Vikram in a mind game, it challenges his notion of good and evil.",Thriller,2017,U/A 16+,130,,,movie
1260098019,The Blue Helmet,Mira lives alone and wears a blue helmet every day everywhere. Is she senile or just over the edge? An important message and a heart touching twist.,Drama,2018,U/A 7+,9,,,movie
1000233909,Dharma Durai,"Dharmadurai, an alcoholic, meets his college friend Suhasini who gets him back on his feet. But when his dreaded past returns, his old wounds surface.",Drama,2017,U/A 13+,116,,,movie
1000087436,A Paying Ghost,"Based on V.P. Kale's novel Badali, a kind-hearted Madhav gives shelter to a family of ghosts who in turn help him overcome his hurdles.",Comedy,2015,U/A 13+,120,,,movie
1000036252,Daivanamathil,"Anwar, an Aligarh Muslim University student, becomes a fundamentalist and gets jailed. This affects his family who struggle to overcome the problems that follow.",Action,2005,U/A 16+,84,,,movie
1260105819,Ab Mujhe Udna Hai,"Confronting past traumas whilst dodging her deepest fears, a woman breaks free from the shackles of societal taboos and starts afresh with her life story.",Drama,2022,U/A 16+,24,,,movie
1000229386,Lost Cities of the Amazon,A new generation of explorers has uncovered evidence that could reinvent our understanding of the Amazon and the indigenous people who lived there.,Documentary,2019,U/A 13+,43,,,movie
1000068748,Devi Sridevi,Chaos takes over Sridevi and Devi's lives when they fall in love with the same guy. Will they sacrifice their love for the sake of friendship?,Drama,1983,U/A 13+,144,,,movie
1260116272,Zindagi 1tsp,The death of his wife followed by a sudden move to a different city pushes Shirish to his personal extreme. Will he adapt to these unforeseen changes?,Drama,2022,U/A 7+,21,,,movie
1260024268,Hoop Diaries,"Fifteen-year-old tomboy Riya has an internal conflict when her cousin makes an inappropriate advance. Confused, she decides to explore further.",Drama,2014,U/A 16+,10,,,movie
1260118980,Palthu Janwar,"Forced to take up the job of a veterinary livestock inspector, Prasoon explores the nuances of the wonderful relationship between humans and domestic animals.",Drama,2022,U/A 7+,117,,,movie
1260027107,Doctor Dolittle 3,Maya Dolittle has inherited her father's ability to talk to animals and uses that ability to save the summer ranch from a takeover.,Comedy,2006,U,94,,,movie
1000082998,A.K.56.,"Taken for a terrorist, Ajay gets jailed and is bailed out by his mother. Later, Ajay decides to prove his innocence and begins his hunt for the real culprits.",Action,2012,U/A 13+,141,,,movie
1000188444,Remo,"Siva, an aspiring actor falls in love with Dr. Kavya who is already engaged. Far from giving up, he decides to go all out to win his lady love's heart.",Romance,2016,U/A 13+,145,,,movie
1000013703,Housefull 2,"Four fathers look for the richest groom for their daughters. Chaos ensues as all the prospective grooms are pretending to be what they are not, i.e., rich.",Comedy,2012,U/A 13+,150,,,movie
1260018146,Atlantis: The Lost Empire,Milo Thatch dreams of completing the quest of finding the legendary city of Atlantis as he leads a group of daredevil explorers to the elusive undersea kingdom.,Action,2001,U/A 7+,91,,,movie
1260073265,Pon Manickavel,"When a high-profile murder rocks Chennai, the police are baffled by brutality of the crime. The only person who can help them is someone who has given up as a cop.",Action,2021,U/A 16+,130,,,movie
1260063730,Luca,"The movie is a coming-of-age story about one young boy experiencing an unforgettable summer filled with gelato, pasta and endless scooter rides.",Animation,2021,U/A 7+,95,,,movie
1000036245,Adheham Enna Idheham,"Benny�s attempt to leave a life of crime goes horribly wrong. Just when all seems lost, help comes in the form of an unlikely benefactor.",Comedy,1993,U/A 13+,124,,,movie
1260036200,Laxmii,Aasif's belief in logic and science shatters when he gets possessed by a ghost. What starts as a comical journey soon unearths a dark secret.,Horror,2020,U/A 16+,141,,,movie
1260108500,Chitthiyaan- The Letters,"Amid the happenings of the 1971 war, an illiterate and lovelorn woman defies extreme challenges while communicating with her husband at the border.",Drama,2022,U/A 13+,14,,,movie
1000036264,Mulla,"Mulla, who adopts an abandoned baby, falls for Lachi. Trouble starts when Bharathan, who killed Lachi's father and the baby's parents, tries to separate them.",Drama,2008,U/A 13+,137,,,movie
1000105758,Mutharamkunnu P.O.,"A postmaster comes to a small Kerala town and falls for a retired strongman's daughter. However, her dad wants to get her married to a successful wrestler.",Romance,1985,U/A 13+,137,,,movie
1000115834,Kanasembo Kudureyaneri,"A gravedigger, Iriya, can foresee the future. However, he begins to doubt his abilities when his predictions turn out to be wrong.",Drama,2010,U/A 7+,100,,,movie
1260013669,Bibaho Obhijaan,"Frustrated by their marriage and jobs, two henpecked husbands plan an escapade. But a lovelorn dacoit hijacks their supposedly adventurous trip.",Drama,2019,U/A 13+,112,,,movie
1260027153,"Buffy, The Vampire Slayer","Buffy Summers, a vacuous high school cheerleader, learns that she is the 'chosen one' — a vampire slayer who is the sole hope of mankind or at least her high school.",Horror,1992,U/A 13+,85,,,movie
1260048258,The Real Right Stuff,"The Real Right Stuff catapults viewers back to the late 1950s to tell the story of the nation’s first astronauts, known as the Mercury 7.",Documentary,2020,U/A 13+,89,,,movie
1835055543,Mom,"Naina is happy being a mom, while Aniruddh, busy in his office work and doesn't have much time for their kid. One day, she confronts him. Will he mend his ways?",Drama,2021,U/A 13+,16,,,movie
1260073521,Pixar 2021 Disney+ Day Special,Join Pete Docter for a tour around Pixar and get a sneak peek at several upcoming Disney+ releases.,Documentary,2021,U,4,,,movie
1835050066,BRASS,A true story of how life has taken a toll over the livelihoods of people in the city of Los Angeles.,Documentary,2020,U/A 16+,4,,,movie
1000153156,Veeranna,"Veeranna is a Telugu action film. It stars Mammootty, Napoleon and Nasir against the backdrop of the Naxal movement. Watch the full Telugu movie, online only on Hotstar.",Action,1999,U/A 16+,106,,,movie
1260018163,Cinderella,"Cinderella's cruel stepmother prevents her from attending the Royal Ball, but her dream comes true with some help from her Fairy Godmother and her friends.",Animation,1950,U,71,,,movie
1000107807,Aniyan Bava Chetan Bava,"Premachandran, the driver of brothers Chetan Bava and Aniyan Bava, lands in trouble when their daughters fall in love with him. How will he resolve the issue?",Comedy,1995,U,129,,,movie
1260026804,India's Wild Leopards,Wildlife Cameraman Sandesh Kadur is on a mission to uncover the secretive lives of the leopards that prowl India's jungles and mountains.,Animals & Nature,2020,U/A 7+,43,,,movie
1000163760,Soundaryappinakkam,"Anil and Malini are college sweethearts. Though their marriage gets fixed, complications soon arise.",Romance,1985,U/A 13+,127,,,movie
1000062057,Galaate,"Ankita loves Abhi, but he falls for her friend, Shalini, and wants her to quit modelling. This leads to friction between them, and Abhi seeks Ankita's help.",Romance,2013,U/A 7+,130,,,movie
1770021057,The Pee-Wee Herman Show On Broadway,"Subversive humor and childlike wonder based on both Reubens' original stage show, The Pee-wee Herman Show and Pee-wee's Playhouse.",Standup Comedy,2011,U/A 13+,88,,,movie
1260018151,Beauty And The Beast,"Belle agrees to live with the Beast in exchange for the return of her abducted father. Soon, Belle discovers that her hideous captor has a sensitive side.",Musical,1991,U,84,,,movie
1000105367,Apaharan,"Aspiring to become a cop, Ajay is ready to go to any lengths. But financial constraints compel him to join Tabrez Alam, a gangster.",Thriller,2005,U/A 13+,161,,,movie
1000221230,Parava,"Best friends Haseeb and Irshad share a common interest of rearing pigeons for competitions. However, a tragedy has them recalling how many lives got ruined.",Drama,2017,U/A 13+,138,,,movie
1260023075,The Greatest Game Ever Played,"Francis Ouimet, an aspiring golfer, battles the class prejudice for a chance to participate against his idol legendary golfer Harry Verdon.",Biopic,2005,U/A 7+,120,,,movie
1260086576,"Love, Sex Aur Dhokha","An honour killing, a scandal and an explosive story - all seen through voyeuristic cameras, exposing raw human emotions.",Crime,2010,U/A 16+,104,,,movie
1260106602,Rozana,"A woman reflects back upon the choices she made, trapping herself in the maze of life. Will she be able to break free from the responsibilities thrust upon her?",Drama,2018,U/A 13+,11,,,movie
1000115097,Uppu,"Amina is forced to divorce her husband, Abu, and become the second wife of a rich landlord who covets her. Twenty years later, her fate has not improved.",Drama,1987,U,105,,,movie
1770021487,Chris Rock: Bigger & Blacker,"Chris Rock runs riot on-stage extolling his razor-sharp wit and wisdom on such topics as gun control, homophobia, racism, black leaders, and relationships.",Standup Comedy,1999,A,64,,,movie
1260047825,Mookuthi Amman,Small-time reporter Engels' life changes drastically when he meets his ancestral goddess Mookuthi Amman. What happens when she puts forth an intriguing plea?,Drama,2020,U/A 7+,134,,,movie
1610005435,Acceptance,Unconditional love is always the answer. 'Acceptance' portrays the need for people to open the doors of their homes and hearts for the less fortunate.,Drama,2017,U,16,,,movie
1000060606,Kranthiveera Sangolli Rayanna,"Sangolli Rayanna, a brave patriot, served the kingdom of Kittur in the 19th century. Watch his story as he revolted against the British and fought colonialism.",Drama,2012,U/A 13+,170,,,movie
1000044077,Ko Ko...Koli Kothi,"Kitty falls for Cauvery, much to her police officer brother's dislike. However, while trying to save her from trouble, Kitty finds himself falling into a trap.",Romance,2012,U/A 13+,142,,,movie
1770000299,Ice Age: Continental Drift,"Manny and Ellie are forced to deal with the tribulations of their teenage daughter Peaches and Sid's family returns, only to drop off the elderly Granny.",Animation,2012,U,84,,,movie
1770021006,The Leisure Class,A charming English con man's scheme to marry a wealthy socialite comes unraveled with the arrival of his wild and unpredictable brother.,Comedy,2015,U/A 16+,81,,,movie
1000056891,Mirchi,A well-wisher from the past comes to Manasa's village and carves a place for himself in people's hearts. But who is he and what is his motive?,Action,2013,U/A 13+,148,,,movie
1000227602,Jhankaar Beats,"Two advertising professionals who are die-hard R.D. Burman fans lead a messy personal life. When they befriend their boss's son, a new journey of music begins.",Comedy,2003,A,132,,,movie
1000069441,Bhoothakkannadi,"While serving a jail term for murder, Vidyadharan spots a hole in the wall. Looking through it one day, he sees a constable committing a heinous crime.",Drama,1997,U/A 13+,110,,,movie
